sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number,BENZ_parameter_formula,BENZ_analysis_group_abbr,BENZ_analysis_value,BENZ_analysis_flag,BRFM_parameter_formula_1,BRFM_analysis_group_abbr_2,BRFM_analysis_value_3,BRFM_analysis_flag_4,C2F6_parameter_formula_5,C2F6_analysis_group_abbr_6,C2F6_analysis_value_7,C2F6_analysis_flag_8,C2H2_parameter_formula_9,C2H2_analysis_group_abbr_10,C2H2_analysis_value_11,C2H2_analysis_flag_12,C2H6_parameter_formula_13,C2H6_analysis_group_abbr_14,C2H6_analysis_value_15,C2H6_analysis_flag_16,C3H8_parameter_formula_17,C3H8_analysis_group_abbr_18,C3H8_analysis_value_19,C3H8_analysis_flag_20,CCL4_parameter_formula,CCL4_analysis_group_abbr,CCL4_analysis_value,CCL4_analysis_flag,CF4_parameter_formula,CF4_analysis_group_abbr,CF4_analysis_value,CF4_analysis_flag,CH3I_parameter_formula,CH3I_analysis_group_abbr,CH3I_analysis_value,CH3I_analysis_flag,CH4_parameter_formula,CH4_analysis_group_abbr,CH4_analysis_value,CH4_analysis_flag,CH4C13_parameter_formula,CH4C13_analysis_group_abbr,CH4C13_nalysis_value,CH4C13_analysis_flag,CHLF_parameter_formula,CHLF_analysis_group_abbr,CHLF_analysis_value,CHLF_analysis_flag,CO_parameter_formula,CO_analysis_group_abbr,CO_analysis_value,CO_analysis_flag,CO2_parameter_formula,CO2_analysis_group_abbr,CO2_analysis_value,CO2_analysis_flag,DIBR_parameter_formula,DIBR_analysis_group_abbr,DIBR_analysis_value,DIBR_analysis_flag,DICL_parameter_formula,DICL_analysis_group_abbr,DICL_analysis_value,DICL_analysis_flag,F113_parameter_formula,F113_analysis_group_abbr,F113_analysis_value,F113_analysis_flag,F115_parameter_formula,F115_analysis_group_abbr,F115_analysis_value,F115_analysis_flag,F11B_parameter_formula,F11B_analysis_group_abbr,F11B_analysis_value,F11B_analysis_flag,F125_parameter_formula,F125_analysis_group_abbr,F125_analysis_value,F125_analysis_flag,F13_parameter_formula,F13_analysis_group_abbr,F13_analysis_value,F13_analysis_flag,F134A_parameter_formula,F134A_analysis_group_abbr,F134A_analysis_value,F134A_analysis_flag,F142B_parameter_formula,F142B_analysis_group_abbr,F142B_analysis_value,F142B_analysis_flag,F143a_parameter_formula,F143a_analysis_group_abbr,F143a_analysis_value,F143a_analysis_flag,F152A_parameter_formula,F152A_analysis_group_abbr,F152A_analysis_value,F152A_analysis_flag,F227E_parameter_formula,F227E_analysis_group_abbr,F227E_analysis_value,F227E_analysis_flag,F23_parameter_formula,F23_analysis_group_abbr,F23_analysis_value,F23_analysis_flag,F236FA_parameter_formula,F236FA_analysis_group_abbr,F236FA_analysis_value,F236FA_analysis_flag,F32_parameter_formula,F32_analysis_group_abbr,F32_analysis_value,F32_analysis_flag,F365M_parameter_formula,F365M_analysis_group_abbr,F365M_analysis_value,F365M_analysis_flag,FC12_parameter_formula,FC12_analysis_group_abbr,FC12_analysis_value,FC12_analysis_flag,H1211_parameter_formula,H1211_analysis_group_abbr,H1211_analysis_value,H1211_analysis_flag,H1301_parameter_formula,H1301_analysis_group_abbr,H1301_analysis_value,H1301_analysis_flag,H2_parameter_formula,H2_analysis_group_abbr,H2_analysis_value,H2_analysis_flag,H2402_parameter_formula,H2402_analysis_group_abbr,H2402_analysis_value,H2402_analysis_flag,HF133a_parameter_formula,HF133a_analysis_group_abbr,HF133a_analysis_value,HF133a_analysis_flag,HF22_parameter_formula,HF22_analysis_group_abbr,HF22_analysis_value,HF22_analysis_flag,IC4H10_parameter_formula,IC4H10_analysis_group_abbr,IC4H10_analysis_value,IC4H10_analysis_flag,IC5H12_parameter_formula,IC5H12_analysis_group_abbr,IC5H12_analysis_value,IC5H12_analysis_flag,MCFA_parameter_formula,MCFA_analysis_group_abbr,MCFA_analysis_value,MCFA_analysis_flag,MEBR_parameter_formula,MEBR_analysis_group_abbr,MEBR_analysis_value,MEBR_analysis_flag,MECL_parameter_formula,MECL_analysis_group_abbr,MECL_analysis_value,MECL_analysis_flag,N2O_parameter_formula,N2O_analysis_group_abbr,N2O_analysis_value,N2O_analysis_flag,NC4H10_parameter_formula,NC4H10_analysis_group_abbr,NC4H10_analysis_value,NC4H10_analysis_flag,NC5H12_parameter_formula,NC5H12_analysis_group_abbr,NC5H12_analysis_value,NC5H12_analysis_flag,NC6H14_parameter_formula,NC6H14_analysis_group_abbr,NC6H14_analysis_value,NC6H14_analysis_flag,OCS_parameter_formula,OCS_analysis_group_abbr,OCS_analysis_value,OCS_analysis_flag,P218_parameter_formula,P218_analysis_group_abbr,P218_analysis_value,P218_analysis_flag,PCE_parameter_formula,PCE_analysis_group_abbr,PCE_analysis_value,PCE_analysis_flag,SF6_CCGG_parameter_formula,SF6_CCGG_analysis_group_abbr,SF6_CCGG_analysis_value,SF6_CCGG_analysis_flag,SF6_HATS_parameter_formula,SF6_HATS_analysis_group_abbr,SF6_HATS_analysis_value,SF6_HATS_analysis_flag,SO2F2_parameter_formula,SO2F2_analysis_group_abbr,SO2F2_analysis_value,SO2F2_analysis_flag
2017,6,9,23,11,43,3917-09-01,R,70.4556,-157.2186,97.05,22,75.05,426891,BENZ,HATS,8.196,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.867,...,C2H2,HATS,48.032,...,C2H6,HATS,994.036,...,C3H8,HATS,49.43,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.995,...,CH3I,HATS,0.096,...,ch4,CCGG,1923.86,..P,ch4c13,SIL,-47.281,..P,CHLF,HATS,16.718,...,co,CCGG,92.68,..P,co2,CCGG,413.48,..P,DIBR,HATS,0.954,...,DICL,HATS,69.468,...,F113,HATS,70.477,...,F115,HATS,8.634,...,F11B,HATS,232.499,...,F125,HATS,24.267,...,F13,HATS,3.406,...,F134A,HATS,102.251,...,F142B,HATS,23.428,...,F143a,HATS,21.746,...,F152A,HATS,10.368,...,F227e,HATS,1.296,...,F23,HATS,30.839,...,F236fa,HATS,0.149,...,F32,HATS,15.123,...,F365m,HATS,1.092,...,FC12,HATS,513.967,...,H1211,HATS,3.528,...,H1301,HATS,3.415,...,h2,CCGG,496.15,..P,H2402,HATS,0.42,...,HF133a,HATS,0.567,...,HF22,HATS,250.987,...,iC4H10,HATS,33.367,...,iC5H12,HATS,22.471,...,MCFA,HATS,2.56,...,MEBR,HATS,6.752,...,MECL,HATS,528.446,...,n2o,CCGG,330.08,..P,nC4H10,HATS,2.974,...,nC5H12,HATS,0.432,...,nC6H14,HATS,1.328,...,OCS,HATS,498.896,...,P218,HATS,0.61,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.43,..P,sf6,HATS,9.524,...,SO2F2,HATS,2.053,...
2017,6,10,0,48,56,3917-10-01,R,71.2348,-156.2816,631.49,3,628.49,426892,BENZ,HATS,4.937,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.886,...,C2H2,HATS,49.746,...,C2H6,HATS,1045.817,...,C3H8,HATS,47.994,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.979,...,CH3I,HATS,0.052,...,ch4,CCGG,1915.86,..P,ch4c13,SIL,-47.486,..P,CHLF,HATS,14.916,...,co,CCGG,89.47,..P,co2,CCGG,412.04,..P,DIBR,HATS,0.897,...,DICL,HATS,70.018,...,F113,HATS,70.199,...,F115,HATS,8.575,...,F11B,HATS,232.31,...,F125,HATS,24.441,...,F13,HATS,3.435,...,F134A,HATS,102.422,...,F142B,HATS,23.474,...,F143a,HATS,21.526,...,F152A,HATS,10.187,...,F227e,HATS,1.355,...,F23,HATS,30.812,...,F236fa,HATS,0.156,...,F32,HATS,15.411,...,F365m,HATS,1.097,...,FC12,HATS,513.915,...,H1211,HATS,3.601,...,H1301,HATS,3.349,...,h2,CCGG,501.77,..P,H2402,HATS,0.415,...,HF133a,HATS,0.564,...,HF22,HATS,251.628,...,iC4H10,HATS,28.202,...,iC5H12,HATS,18.902,...,MCFA,HATS,2.425,...,MEBR,HATS,6.742,...,MECL,HATS,531.999,...,n2o,CCGG,329.94,..P,nC4H10,HATS,2.228,...,nC5H12,HATS,0.315,...,nC6H14,HATS,1.035,...,OCS,HATS,499.158,...,P218,HATS,0.601,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.49,..P,sf6,HATS,9.457,...,SO2F2,HATS,2.076,...
2017,6,10,1,42,33,3917-11-01,R,70.405,-150.3134,1450.99,7,1443.99,426893,BENZ,HATS,11.074,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.859,...,C2H2,HATS,79.507,...,C2H6,HATS,1168.781,...,C3H8,HATS,99.513,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.947,...,CH3I,HATS,0.071,...,ch4,CCGG,1919.56,..P,ch4c13,SIL,-47.415,..P,CHLF,HATS,15.685,...,co,CCGG,100,..P,co2,CCGG,412.27,..P,DIBR,HATS,1.036,...,DICL,HATS,73.158,...,F113,HATS,70.916,...,F115,HATS,8.565,...,F11B,HATS,232.452,...,F125,HATS,24.424,...,F13,HATS,3.398,...,F134A,HATS,102.814,...,F142B,HATS,23.491,...,F143a,HATS,21.674,...,F152A,HATS,10.194,...,F227e,HATS,1.377,...,F23,HATS,30.741,...,F236fa,HATS,0.159,...,F32,HATS,15.35,...,F365m,HATS,1.104,...,FC12,HATS,513.757,...,H1211,HATS,3.547,...,H1301,HATS,3.346,...,h2,CCGG,492.72,..P,H2402,HATS,0.424,...,HF133a,HATS,0.569,...,HF22,HATS,252.65,...,iC4H10,HATS,18.424,...,iC5H12,HATS,10.774,...,MCFA,HATS,2.532,...,MEBR,HATS,6.803,...,MECL,HATS,536.209,...,n2o,CCGG,329.91,..P,nC4H10,HATS,7.996,...,nC5H12,HATS,1.202,...,nC6H14,HATS,1.362,...,OCS,HATS,489.691,...,P218,HATS,0.581,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.48,..P,sf6,HATS,9.533,...,SO2F2,HATS,2.202,...
2017,6,10,2,48,41,3927-01-01,R,70.1744,-148.8279,80.56,20,60.56,427065,BENZ,HATS,7.052,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.881,...,C2H2,HATS,45.785,...,C2H6,HATS,1027.666,...,C3H8,HATS,56.351,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.142,...,CH3I,HATS,0.079,...,ch4,CCGG,1918.52,..P,ch4c13,SIL,-47.407,..P,CHLF,HATS,15.495,...,co,CCGG,92.29,..P,co2,CCGG,412.43,..P,DIBR,HATS,1.02,...,DICL,HATS,68.963,...,F113,HATS,71.084,...,F115,HATS,8.701,...,F11B,HATS,232.002,...,F125,HATS,24.243,...,F13,HATS,3.399,...,F134A,HATS,102.69,...,F142B,HATS,23.753,...,F143a,HATS,21.714,...,F152A,HATS,9.988,...,F227e,HATS,1.337,...,F23,HATS,31.085,...,F236fa,HATS,0.141,...,F32,HATS,15.441,...,F365m,HATS,2.449,...,FC12,HATS,514.701,...,H1211,HATS,3.535,...,H1301,HATS,3.341,...,h2,CCGG,508.07,..P,H2402,HATS,0.423,...,HF133a,HATS,0.571,...,HF22,HATS,252.103,...,iC4H10,HATS,24.778,...,iC5H12,HATS,16.485,...,MCFA,HATS,2.478,...,MEBR,HATS,6.856,...,MECL,HATS,535.199,...,n2o,CCGG,330.47,..P,nC4H10,HATS,3.793,...,nC5H12,HATS,1.12,...,nC6H14,HATS,0.733,...,OCS,HATS,508.579,...,P218,HATS,0.606,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.47,..P,sf6,HATS,9.486,...,SO2F2,HATS,2.139,...
2017,6,10,3,3,29,3927-02-01,R,69.7842,-150.4778,1434.7,82,1352.7,427066,BENZ,HATS,7.796,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.857,...,C2H2,HATS,65.755,...,C2H6,HATS,1072.049,...,C3H8,HATS,80.632,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.239,...,CH3I,HATS,0.048,...,ch4,CCGG,1906.92,..P,ch4c13,SIL,-47.422,..P,CHLF,HATS,14.745,...,co,CCGG,92.01,..P,co2,CCGG,410.09,..P,DIBR,HATS,0.86,...,DICL,HATS,73.418,...,F113,HATS,69.876,...,F115,HATS,8.546,...,F11B,HATS,231.481,...,F125,HATS,24.267,...,F13,HATS,3.367,...,F134A,HATS,102.69,...,F142B,HATS,23.63,...,F143a,HATS,21.624,...,F152A,HATS,9.714,...,F227e,HATS,1.328,...,F23,HATS,31.049,...,F236fa,HATS,0.158,...,F32,HATS,15.331,...,F365m,HATS,1.052,...,FC12,HATS,514.07,...,H1211,HATS,3.547,...,H1301,HATS,3.312,...,h2,CCGG,513.92,..P,H2402,HATS,0.408,...,HF133a,HATS,0.544,...,HF22,HATS,252.745,...,iC4H10,HATS,14.03,...,iC5H12,HATS,7.354,...,MCFA,HATS,2.39,...,MEBR,HATS,7.027,...,MECL,HATS,550.179,...,n2o,CCGG,329.28,..P,nC4H10,HATS,5.475,...,nC5H12,HATS,1.342,...,nC6H14,HATS,0.855,...,OCS,HATS,506.858,...,P218,HATS,0.635,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.46,..P,sf6,HATS,9.514,...,SO2F2,HATS,2.241,...
2017,6,10,3,16,20,3927-03-01,R,69.3968,-152.0133,289.68,185,104.68,427067,BENZ,HATS,7.815,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.862,...,C2H2,HATS,50.835,...,C2H6,HATS,1016.36,...,C3H8,HATS,51.391,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.085,...,CH3I,HATS,0.083,...,ch4,CCGG,1917.08,..P,ch4c13,SIL,-47.335,..P,CHLF,HATS,17.175,...,co,CCGG,92.85,..P,co2,CCGG,412.07,..P,DIBR,HATS,0.972,...,DICL,HATS,70.147,...,F113,HATS,70.704,...,F115,HATS,8.663,...,F11B,HATS,232.381,...,F125,HATS,24.227,...,F13,HATS,3.292,...,F134A,HATS,102.543,...,F142B,HATS,23.737,...,F143a,HATS,21.736,...,F152A,HATS,10.059,...,F227e,HATS,1.322,...,F23,HATS,30.766,...,F236fa,HATS,0.136,...,F32,HATS,15.296,...,F365m,HATS,0.981,...,FC12,HATS,514.438,...,H1211,HATS,3.486,...,H1301,HATS,3.356,...,h2,CCGG,500.36,..P,H2402,HATS,0.419,...,HF133a,HATS,0.57,...,HF22,HATS,252.008,...,iC4H10,HATS,22.054,...,iC5H12,HATS,14.415,...,MCFA,HATS,2.446,...,MEBR,HATS,6.692,...,MECL,HATS,524.922,...,n2o,CCGG,329.9,..P,nC4H10,HATS,2.606,...,nC5H12,HATS,0.586,...,nC6H14,HATS,0.805,...,OCS,HATS,494.584,...,P218,HATS,0.589,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.5,..P,sf6,HATS,9.539,...,SO2F2,HATS,2.184,...
2017,6,10,3,54,1,3927-04-01,R,68.4763,-149.5025,1007.98,821,186.98,427068,BENZ,HATS,8.097,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.827,...,C2H2,HATS,52.534,...,C2H6,HATS,1048.322,...,C3H8,HATS,74.41,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.15,...,CH3I,HATS,0.165,...,ch4,CCGG,1923.25,..P,ch4c13,SIL,-47.355,..P,CHLF,HATS,17.86,...,co,CCGG,93.36,..P,co2,CCGG,410.94,..P,DIBR,HATS,1.127,...,DICL,HATS,68.987,...,F113,HATS,70.257,...,F115,HATS,8.637,...,F11B,HATS,232.286,...,F125,HATS,24.177,...,F13,HATS,3.36,...,F134A,HATS,102.625,...,F142B,HATS,23.584,...,F143a,HATS,21.755,...,F152A,HATS,10.089,...,F227e,HATS,1.359,...,F23,HATS,30.465,...,F236fa,HATS,0.159,...,F32,HATS,15.241,...,F365m,HATS,0.974,...,FC12,HATS,515.332,...,H1211,HATS,3.554,...,H1301,HATS,3.347,...,h2,CCGG,466.82,..P,H2402,HATS,0.431,...,HF133a,HATS,0.554,...,HF22,HATS,251.937,...,iC4H10,HATS,45.187,...,iC5H12,HATS,30.023,...,MCFA,HATS,2.492,...,MEBR,HATS,5.948,...,MECL,HATS,474.628,...,n2o,CCGG,329.74,..P,nC4H10,HATS,18.61,...,nC5H12,HATS,5.386,...,nC6H14,HATS,2.839,...,OCS,HATS,437.668,...,P218,HATS,0.634,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.44,..P,sf6,HATS,9.463,...,SO2F2,HATS,2.133,...
2017,6,10,4,51,52,3927-05-01,R,66.574,-148.4525,4999.84,308,4691.84,427069,BENZ,HATS,11.082,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.942,...,C2H2,HATS,83.338,...,C2H6,HATS,860.738,...,C3H8,HATS,91.772,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.174,...,CH3I,HATS,0.156,...,ch4,CCGG,1892.04,..P,ch4c13,SIL,-47.463,..P,CHLF,HATS,14.59,...,co,CCGG,103.12,..P,co2,CCGG,406.21,..P,DIBR,HATS,0.801,...,DICL,HATS,75.811,...,F113,HATS,69.876,...,F115,HATS,8.578,...,F11B,HATS,232.31,...,F125,HATS,24.503,...,F13,HATS,3.33,...,F134A,HATS,104.117,...,F142B,HATS,23.777,...,F143a,HATS,21.842,...,F152A,HATS,10.441,...,F227e,HATS,1.359,...,F23,HATS,31.156,...,F236fa,HATS,0.184,...,F32,HATS,16.023,...,F365m,HATS,0.987,...,FC12,HATS,513.597,...,H1211,HATS,3.565,...,H1301,HATS,3.31,...,h2,CCGG,518.9,..P,H2402,HATS,0.434,...,HF133a,HATS,0.596,...,HF22,HATS,254.692,...,iC4H10,HATS,32.558,...,iC5H12,HATS,24.95,...,MCFA,HATS,2.323,...,MEBR,HATS,7.318,...,MECL,HATS,564.557,...,n2o,CCGG,329.76,..P,nC4H10,HATS,13.219,...,nC5H12,HATS,3.324,...,nC6H14,HATS,1.451,...,OCS,HATS,512.508,...,P218,HATS,0.604,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.45,..P,sf6,HATS,9.525,...,SO2F2,HATS,2.103,...
2017,6,13,19,6,27,3927-06-01,R,66.978,-148.598,5146.32,527,4619.32,427070,BENZ,HATS,8.823,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.949,...,C2H2,HATS,61.7,...,C2H6,HATS,1008.125,...,C3H8,HATS,100.606,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.117,...,CH3I,HATS,0.103,...,ch4,CCGG,1907.87,..P,ch4c13,SIL,-47.426,..P,CHLF,HATS,14.185,...,co,CCGG,91.85,..P,co2,CCGG,406.78,..P,DIBR,HATS,0.844,...,DICL,HATS,70.458,...,F113,HATS,70.513,...,F115,HATS,8.642,...,F11B,HATS,231.931,...,F125,HATS,24.806,...,F13,HATS,3.297,...,F134A,HATS,104.956,...,F142B,HATS,23.842,...,F143a,HATS,22,...,F152A,HATS,10.925,...,F227e,HATS,1.385,...,F23,HATS,30.863,...,F236fa,HATS,0.155,...,F32,HATS,16.022,...,F365m,HATS,1.034,...,FC12,HATS,513.965,...,H1211,HATS,3.528,...,H1301,HATS,3.35,...,h2,CCGG,514.22,..P,H2402,HATS,0.405,...,HF133a,HATS,0.548,...,HF22,HATS,253.077,...,iC4H10,HATS,19.227,...,iC5H12,HATS,10.687,...,MCFA,HATS,2.406,...,MEBR,HATS,7.044,...,MECL,HATS,550.89,...,n2o,CCGG,329.38,..P,nC4H10,HATS,13.04,...,nC5H12,HATS,2.382,...,nC6H14,HATS,0.759,...,OCS,HATS,496.08,...,P218,HATS,0.611,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.52,..P,sf6,HATS,9.531,...,SO2F2,HATS,2.26,...
2017,6,13,20,19,49,3927-07-01,R,69.2454,-151.7327,192.11,185,7.11,427071,BENZ,HATS,7.365,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.951,...,C2H2,HATS,42.572,...,C2H6,HATS,959.136,...,C3H8,HATS,45.342,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.833,...,CH3I,HATS,0.127,...,ch4,CCGG,1922.24,..P,ch4c13,SIL,-48.342,..P,CHLF,HATS,16.349,...,co,CCGG,89.53,..P,co2,CCGG,412.1,..P,DIBR,HATS,1.068,...,DICL,HATS,68.671,...,F113,HATS,70.66,...,F115,HATS,8.659,...,F11B,HATS,232.144,...,F125,HATS,24.232,...,F13,HATS,3.293,...,F134A,HATS,102.625,...,F142B,HATS,23.97,...,F143a,HATS,21.755,...,F152A,HATS,10.068,...,F227e,HATS,1.352,...,F23,HATS,31.102,...,F236fa,HATS,0.18,...,F32,HATS,15.373,...,F365m,HATS,1.013,...,FC12,HATS,512.914,...,H1211,HATS,3.605,...,H1301,HATS,3.319,...,h2,CCGG,485.53,..P,H2402,HATS,0.424,...,HF133a,HATS,0.545,...,HF22,HATS,251.628,...,iC4H10,HATS,23.968,...,iC5H12,HATS,16.378,...,MCFA,HATS,2.495,...,MEBR,HATS,6.21,...,MECL,HATS,497.207,...,n2o,CCGG,329.99,..P,nC4H10,HATS,2.942,...,nC5H12,HATS,2.683,...,nC6H14,HATS,1.619,...,OCS,HATS,465.171,...,P218,HATS,0.608,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.5,..P,sf6,HATS,9.557,...,SO2F2,HATS,2.11,...
2017,6,13,22,30,1,3927-08-01,R,70.7431,-151.8268,3001.22,0,3001.22,427072,BENZ,HATS,6.045,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.951,...,C2H2,HATS,54.202,...,C2H6,HATS,974.07,...,C3H8,HATS,65.185,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.865,...,CH3I,HATS,0.059,...,ch4,CCGG,1899.59,..P,ch4c13,SIL,-47.464,..P,CHLF,HATS,14.008,...,co,CCGG,89.56,..P,co2,CCGG,409.11,..P,DIBR,HATS,0.834,...,DICL,HATS,72.934,...,F113,HATS,70.447,...,F115,HATS,8.692,...,F11B,HATS,230.701,...,F125,HATS,24.372,...,F13,HATS,3.409,...,F134A,HATS,101.834,...,F142B,HATS,23.853,...,F143a,HATS,21.547,...,F152A,HATS,9.595,...,F227e,HATS,1.317,...,F23,HATS,30.819,...,F236fa,HATS,0.163,...,F32,HATS,15.786,...,F365m,HATS,0.999,...,FC12,HATS,512.546,...,H1211,HATS,3.469,...,H1301,HATS,3.321,...,h2,CCGG,517.49,..P,H2402,HATS,0.408,...,HF133a,HATS,0.543,...,HF22,HATS,253.362,...,iC4H10,HATS,11.339,...,iC5H12,HATS,6.351,...,MCFA,HATS,2.409,...,MEBR,HATS,7.146,...,MECL,HATS,549.634,...,n2o,CCGG,328.94,..P,nC4H10,HATS,3.993,...,nC5H12,HATS,0.619,...,nC6H14,HATS,0.516,...,OCS,HATS,510.188,...,P218,HATS,0.606,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.46,..P,sf6,HATS,9.52,...,SO2F2,HATS,2.108,...
2017,6,13,23,18,35,3927-09-01,R,71.1984,-156.6453,42.39,9,33.39,427073,BENZ,HATS,5.1,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.909,...,C2H2,HATS,40.246,...,C2H6,HATS,937.641,...,C3H8,HATS,39.729,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.93,...,CH3I,HATS,0.101,...,ch4,CCGG,1914.85,..P,ch4c13,SIL,-47.349,..P,CHLF,HATS,15.104,...,co,CCGG,89.12,..P,co2,CCGG,411.9,..P,DIBR,HATS,0.985,...,DICL,HATS,68.055,...,F113,HATS,71.311,...,F115,HATS,8.647,...,F11B,HATS,232.002,...,F125,HATS,24.261,...,F13,HATS,3.362,...,F134A,HATS,102.234,...,F142B,HATS,23.626,...,F143a,HATS,21.874,...,F152A,HATS,9.867,...,F227e,HATS,1.354,...,F23,HATS,30.775,...,F236fa,HATS,0.169,...,F32,HATS,14.963,...,F365m,HATS,1.002,...,FC12,HATS,513.597,...,H1211,HATS,3.519,...,H1301,HATS,3.321,...,h2,CCGG,498.2,..P,H2402,HATS,0.431,...,HF133a,HATS,0.533,...,HF22,HATS,251.723,...,iC4H10,HATS,22.729,...,iC5H12,HATS,15.625,...,MCFA,HATS,2.41,...,MEBR,HATS,6.636,...,MECL,HATS,522.628,...,n2o,CCGG,330.2,..P,nC4H10,HATS,1.839,...,nC5H12,HATS,0.673,...,nC6H14,HATS,0.654,...,OCS,HATS,496.118,...,P218,HATS,0.594,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.53,..P,sf6,HATS,9.505,...,SO2F2,HATS,2.218,...
2017,6,13,23,37,20,3927-10-01,R,70.4381,-157.3337,39.1,15,24.1,427074,BENZ,HATS,5.394,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.898,...,C2H2,HATS,44.209,...,C2H6,HATS,969.603,...,C3H8,HATS,49.302,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.166,...,CH3I,HATS,0.132,...,ch4,CCGG,1924.34,..P,ch4c13,SIL,-47.579,..P,CHLF,HATS,16.742,...,co,CCGG,90.46,..P,co2,CCGG,411.98,..P,DIBR,HATS,1.011,...,DICL,HATS,68.599,...,F113,HATS,70.601,...,F115,HATS,8.591,...,F11B,HATS,232.144,...,F125,HATS,24.278,...,F13,HATS,3.374,...,F134A,HATS,102.56,...,F142B,HATS,23.679,...,F143a,HATS,21.933,...,F152A,HATS,9.985,...,F227e,HATS,1.382,...,F23,HATS,30.784,...,F236fa,HATS,0.151,...,F32,HATS,15.297,...,F365m,HATS,0.993,...,FC12,HATS,513.86,...,H1211,HATS,3.631,...,H1301,HATS,3.314,...,h2,CCGG,494.61,..P,H2402,HATS,0.403,...,HF133a,HATS,0.553,...,HF22,HATS,252.555,...,iC4H10,HATS,30.913,...,iC5H12,HATS,21.044,...,MCFA,HATS,2.518,...,MEBR,HATS,6.519,...,MECL,HATS,516.068,...,n2o,CCGG,329.75,..P,nC4H10,HATS,5.496,...,nC5H12,HATS,1.708,...,nC6H14,HATS,1.347,...,OCS,HATS,486.8,...,P218,HATS,0.596,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.46,..P,sf6,HATS,9.543,...,SO2F2,HATS,2.152,...
